id,display_order_id,total_amount,created_at,customer_id
10841,SGZ2,525,2024-08-13 06:08:36,91.0
10842,FJ4L,500,2024-08-13 06:33:58,1082.0
10843,2ICV,1650,2024-08-13 07:06:24,1082.0
10844,OIBQ,1555,2024-08-13 07:18:19,1082.0
10853,MO5K,1365,2024-08-13 07:50:06,91.0
10857,MHL3,2268,2024-08-13 08:37:23,1082.0
10858,AYXG,1650,2024-08-13 08:47:31,1082.0
10860,U1PY,3455,2024-08-13 08:55:32,1082.0
10861,BB4Z,5745,2024-08-13 09:02:44,91.0
10862,RI00,3455,2024-08-13 09:18:18,1082.0
10871,C1RG,3455,2024-08-13 09:28:47,1082.0
10872,TLXU,3455,2024-08-13 09:41:50,1082.0
10873,Z6UQ,3455,2024-08-13 09:46:31,1082.0
10874,ZGOM,5498,2024-08-13 09:46:57,1120.0
10877,HIYY,3455,2024-08-13 09:53:17,1082.0
10878,RUJV,725,2024-08-13 09:59:01,1082.0
10879,VR36,3455,2024-08-13 10:56:05,1082.0
10880,P5FM,3455,2024-08-13 10:58:31,1082.0
10881,IQIB,2268,2024-08-13 10:59:58,1082.0
10882,SXGS,4000,2024-08-13 11:32:36,1082.0
10883,6POD,3455,2024-08-13 11:59:48,1082.0
10884,NV55,500,2024-08-13 12:00:17,1082.0
10885,L4ZV,3300,2024-08-13 12:01:31,761.0
10886,AROD,3455,2024-08-13 12:15:55,1082.0
10887,FFE3,3455,2024-08-13 12:17:47,1082.0
10888,S4DW,2095,2024-08-13 12:37:13,1071.0
10889,BCJD,1688,2024-08-13 12:38:24,1071.0
10898,U6GS,1525,2024-08-14 04:48:19,1082.0
10899,LJGX,1650,2024-08-14 04:51:38,1082.0
10900,ERJG,3455,2024-08-14 06:37:07,1082.0
10901,CN3V,3930,2024-08-14 07:04:33,203.0
10902,CZWD,3930,2024-08-14 07:04:37,203.0
10903,LBEW,3930,2024-08-14 07:04:51,203.0
10904,CQWG,3930,2024-08-14 07:05:07,203.0
10905,N8VP,3930,2024-08-14 07:05:18,203.0
10906,Z4QP,2448,2024-08-14 07:05:25,138.0
10907,FKVU,2448,2024-08-14 07:05:38,138.0
10908,ZJQI,2448,2024-08-14 07:05:52,138.0
10909,DXND,2448,2024-08-14 07:06:02,138.0
10910,G2XG,3930,2024-08-14 07:06:13,203.0
10911,IQWK,2448,2024-08-14 07:06:22,138.0
10913,KGEX,3930,2024-08-14 07:06:23,203.0
10914,FWW2,3930,2024-08-14 07:06:33,203.0
10916,LHKT,3930,2024-08-14 07:06:48,203.0
10919,0QJ2,3930,2024-08-14 07:07:01,203.0
10920,EBCR,2448,2024-08-14 07:07:12,138.0
10922,L3WD,2448,2024-08-14 07:07:21,138.0
10923,VOU9,2448,2024-08-14 07:07:36,138.0
10926,SH4C,2448,2024-08-14 07:07:43,138.0
10930,RSOI,3930,2024-08-14 07:08:12,203.0
10932,IHFM,3930,2024-08-14 07:08:16,203.0
10933,BWGN,2448,2024-08-14 07:08:16,138.0
10935,L9YG,3930,2024-08-14 07:08:26,203.0
10938,GMVP,3930,2024-08-14 07:08:37,203.0
10939,ESTQ,2448,2024-08-14 07:08:51,138.0
10940,G7VT,3930,2024-08-14 07:08:54,203.0
10942,RQFK,2448,2024-08-14 07:09:17,138.0
10945,F7L0,2448,2024-08-14 07:09:33,138.0
10946,IF1T,2448,2024-08-14 07:09:36,138.0
10950,RWBP,3930,2024-08-14 07:11:05,203.0
10952,TRBF,3930,2024-08-14 07:22:42,203.0
10953,NX2E,3930,2024-08-14 07:22:50,203.0
10954,RRFL,3930,2024-08-14 07:23:05,203.0
10955,E1JB,3930,2024-08-14 07:23:16,203.0
10956,3H2O,3930,2024-08-14 07:23:30,203.0
10957,3FTT,2448,2024-08-14 07:23:37,138.0
10958,54J8,2448,2024-08-14 07:23:54,138.0
10959,Y5JE,2448,2024-08-14 07:24:04,138.0
10960,SJJR,2448,2024-08-14 07:24:18,138.0
10961,DOAH,3930,2024-08-14 07:24:19,203.0
10962,4B2E,3930,2024-08-14 07:24:30,203.0
10963,27GS,2448,2024-08-14 07:24:32,138.0
10965,6ZCO,3930,2024-08-14 07:24:43,203.0
10966,3UL1,3930,2024-08-14 07:24:56,203.0
10969,RXLZ,3930,2024-08-14 07:25:13,203.0
10972,9JBR,2448,2024-08-14 07:25:27,138.0
10973,PFHC,2448,2024-08-14 07:25:38,138.0
10974,1QSH,2448,2024-08-14 07:25:53,138.0
10975,6RCL,2448,2024-08-14 07:25:53,138.0
10977,MLT3,3930,2024-08-14 07:25:57,203.0
10982,VGGK,3930,2024-08-14 07:26:24,203.0
10983,MOFF,3930,2024-08-14 07:26:25,203.0
10984,DQC3,2448,2024-08-14 07:26:26,138.0
10986,NJYL,3930,2024-08-14 07:26:52,203.0
10991,M3SE,3930,2024-08-14 07:27:00,203.0
10992,JLZJ,2448,2024-08-14 07:27:10,138.0
10994,7FS8,2448,2024-08-14 07:27:14,138.0
10995,9TWM,2448,2024-08-14 07:27:26,138.0
10997,ZXKT,3930,2024-08-14 07:27:35,203.0
10998,S6VB,2448,2024-08-14 07:27:35,138.0
11002,6HUM,3930,2024-08-14 07:28:09,203.0
11003,UPQV,2448,2024-08-14 07:28:12,138.0
11004,TXRC,3930,2024-08-14 07:28:16,203.0
11010,KMOA,2448,2024-08-14 07:28:49,138.0
11011,PF74,3930,2024-08-14 07:28:50,203.0
11012,4VBW,3930,2024-08-14 07:28:53,203.0
11013,5RWS,2448,2024-08-14 07:29:21,138.0
11015,X36O,3930,2024-08-14 07:29:27,203.0
11016,D2NL,2448,2024-08-14 07:29:28,138.0
11018,BH24,2448,2024-08-14 07:29:39,138.0
11021,AZOQ,3930,2024-08-14 07:30:09,203.0
11026,H6IX,2448,2024-08-14 07:30:34,138.0
11028,ARV3,3930,2024-08-14 07:30:45,203.0
11030,6QRO,2448,2024-08-14 07:31:16,138.0
11031,F737,3930,2024-08-14 07:31:16,203.0
11036,3DAV,3930,2024-08-14 07:31:33,203.0
11038,NQFH,2448,2024-08-14 07:31:38,138.0
11041,T5M9,3930,2024-08-14 07:31:55,203.0
11042,JQPM,2448,2024-08-14 07:32:01,138.0
11044,FSII,2448,2024-08-14 07:32:18,138.0
11045,VANR,2448,2024-08-14 07:32:24,138.0
11048,8HVZ,2448,2024-08-14 07:32:48,138.0
11050,RGP1,3930,2024-08-14 07:32:58,203.0
11053,LURI,3930,2024-08-14 07:33:16,203.0
11054,QE8Y,3930,2024-08-14 07:33:18,203.0
11055,7GR2,2448,2024-08-14 07:33:20,138.0
11056,2JIZ,3930,2024-08-14 07:33:25,203.0
11057,5JNP,2448,2024-08-14 07:33:27,138.0
11062,UAIK,2448,2024-08-14 07:34:23,138.0
11065,AKNA,2448,2024-08-14 07:34:55,138.0
11080,CPT9,2268,2024-08-14 09:40:22,1082.0
11084,XCRX,2268,2024-08-14 11:05:18,1082.0
11085,N5KF,1025,2024-08-14 11:11:38,1071.0
11086,UDZU,2268,2024-08-14 11:17:22,1082.0
11098,UHHG,3455,2024-08-14 12:19:00,1082.0
11179,BC7N,3930,2024-08-15 11:11:27,203.0
11180,CDMZ,3930,2024-08-15 11:11:45,203.0
11181,NS2B,3930,2024-08-15 11:12:09,203.0
11182,P9RV,2448,2024-08-15 11:12:28,138.0
11183,S8AR,2448,2024-08-15 11:12:43,138.0
11184,E3GP,3930,2024-08-15 11:13:04,203.0
11185,DM9K,2448,2024-08-15 11:13:04,138.0
2423,H6FB,1210,2022-09-08 11:05:11,118.0
2424,L70M,1210,2022-09-08 11:05:14,118.0
2425,EDVY,1210,2022-09-08 11:05:14,118.0
2426,3F7Q,1210,2022-09-08 11:05:14,118.0
2427,LTYI,1210,2022-09-08 11:05:16,118.0
2428,FJIH,1210,2022-09-08 11:05:22,118.0
2429,YGJO,1210,2022-09-08 11:05:23,118.0
2430,Z4EK,1210,2022-09-08 11:05:26,118.0
2431,1A7T,1210,2022-09-08 11:05:28,118.0
2432,CYBN,1210,2022-09-08 11:05:31,118.0
2433,ITPW,1210,2022-09-08 11:05:32,118.0
2434,ARBQ,1210,2022-09-08 11:05:34,118.0
2435,WBWI,1210,2022-09-08 11:05:38,118.0
2436,DD77,1210,2022-09-08 11:05:39,118.0
2437,NAPQ,1210,2022-09-08 11:05:40,118.0
2438,EG3V,1210,2022-09-08 11:05:42,118.0
2439,AMTW,1210,2022-09-08 11:05:45,118.0
2440,HAPJ,1210,2022-09-08 11:05:47,118.0
2441,LWU8,1210,2022-09-08 11:05:52,118.0
2442,I2NT,1210,2022-09-08 11:05:53,118.0
2443,1QXW,1210,2022-09-08 11:05:53,118.0
2444,FW3V,1210,2022-09-08 11:05:57,118.0
2445,A7XN,1210,2022-09-08 11:05:58,118.0
2446,2HC0,1210,2022-09-08 11:05:59,118.0
2447,0UUL,1210,2022-09-08 11:06:05,118.0
2448,1IZM,1210,2022-09-08 11:06:05,118.0
2449,8TMG,1210,2022-09-08 11:06:05,118.0
2450,RVW1,1210,2022-09-08 11:06:23,118.0
2451,QDWP,1210,2022-09-08 11:06:23,118.0
2452,AHK7,1210,2022-09-08 11:06:26,118.0
2453,SVJK,1210,2022-09-08 11:06:29,118.0
2454,PPP6,1210,2022-09-08 11:06:30,118.0
2455,ZARE,1210,2022-09-08 11:06:32,118.0
2456,VP7U,1210,2022-09-08 11:06:35,118.0
2457,H04H,1210,2022-09-08 11:06:35,118.0
2458,NJ1L,1210,2022-09-08 11:06:38,118.0
2459,FVRF,1210,2022-09-08 11:06:40,118.0
2460,QWVG,1210,2022-09-08 11:06:41,118.0
2461,MO1Q,1210,2022-09-08 11:06:45,118.0
2462,ZLTO,1210,2022-09-08 11:06:47,118.0
2463,CLDZ,1210,2022-09-08 11:06:48,118.0
2464,7FWN,1210,2022-09-08 11:06:50,118.0
2465,YYLS,1210,2022-09-08 11:06:53,118.0
2466,5R5F,1210,2022-09-08 11:06:55,118.0
2467,Y9WK,1210,2022-09-08 11:06:56,118.0
2468,X9WW,1210,2022-09-08 11:06:59,118.0
2469,QLTT,1210,2022-09-08 11:07:00,118.0
2470,ECKH,1210,2022-09-08 11:07:02,118.0
2471,ZEN0,1210,2022-09-08 11:07:05,118.0
2472,L41Z,1210,2022-09-08 11:07:07,118.0
2473,EDCM,1210,2022-09-08 11:07:09,118.0
2474,HSKY,1210,2022-09-08 11:07:11,118.0
2475,KA32,1210,2022-09-08 11:07:12,118.0
2476,DLLE,1210,2022-09-08 11:07:23,118.0
2477,RKAG,1210,2022-09-08 11:07:25,118.0
2478,YZJN,1210,2022-09-08 11:07:28,118.0
2479,OIRV,1210,2022-09-08 11:07:29,118.0
2480,XL26,1210,2022-09-08 11:07:32,118.0
2481,GQBK,1210,2022-09-08 11:07:37,118.0
2482,NBBP,1210,2022-09-08 11:07:37,118.0
2483,RQC7,1210,2022-09-08 11:07:41,118.0
2484,3RK2,1210,2022-09-08 11:07:42,118.0
2485,X3MW,1210,2022-09-08 11:07:43,118.0
2486,TS5Q,1210,2022-09-08 11:07:47,118.0
2487,W2AU,1210,2022-09-08 11:07:48,118.0
2488,QHGC,1210,2022-09-08 11:07:49,118.0
2489,DCTH,1210,2022-09-08 11:07:50,118.0
2490,QLD2,1210,2022-09-08 11:07:51,118.0
2491,Q2LG,1210,2022-09-08 11:07:52,118.0
2492,LKHZ,1210,2022-09-08 11:07:53,118.0
2493,RCJG,1210,2022-09-08 11:07:53,118.0
2494,9VJW,1210,2022-09-08 11:07:54,118.0
2495,OQUP,1210,2022-09-08 11:08:00,118.0
2496,CMXN,1210,2022-09-08 11:08:01,118.0
2497,RBGR,1210,2022-09-08 11:08:03,118.0
2498,O2RU,1210,2022-09-08 11:08:04,118.0
2499,293T,1210,2022-09-08 11:08:05,118.0
2500,F61X,1210,2022-09-08 11:08:24,118.0
2501,ELX6,1210,2022-09-08 11:08:24,118.0
2502,TJ3I,1210,2022-09-08 11:08:25,118.0
2503,GKF9,1210,2022-09-08 11:08:27,118.0
2504,SY1Z,1210,2022-09-08 11:08:30,118.0
2505,WN4H,1210,2022-09-08 11:08:31,118.0
2506,T2BB,1210,2022-09-08 11:08:32,118.0
2507,YPO7,1210,2022-09-08 11:08:33,118.0
2508,FYZR,1210,2022-09-08 11:08:36,118.0
2509,ABYQ,1210,2022-09-08 11:08:36,118.0
2510,XKCQ,1210,2022-09-08 11:08:38,118.0
2511,IMB0,1210,2022-09-08 11:08:39,118.0
2512,VLPN,1210,2022-09-08 11:08:41,118.0
2513,FPHK,1210,2022-09-08 11:08:41,118.0
2514,DREP,1210,2022-09-08 11:08:42,118.0
2515,OG3V,1210,2022-09-08 11:08:43,118.0
2516,XGVP,1210,2022-09-08 11:08:43,118.0
2517,FYBY,1210,2022-09-08 11:08:44,118.0
2518,WVNZ,1210,2022-09-08 11:08:47,118.0
2519,MMUL,1210,2022-09-08 11:08:47,118.0
2520,HCYU,1210,2022-09-08 11:08:48,118.0
2521,TJTL,1210,2022-09-08 11:08:48,118.0
2522,VMBA,1210,2022-09-08 11:08:49,118.0
2523,KYNU,1210,2022-09-08 11:08:49,118.0
2524,1ASU,1210,2022-09-08 11:08:50,118.0
2525,JCPW,1210,2022-09-08 11:08:51,118.0
2526,DSSK,1210,2022-09-08 11:08:52,118.0
2527,JCEV,1210,2022-09-08 11:08:53,118.0
2528,AW9G,1210,2022-09-08 11:08:54,118.0
2529,TVJV,1210,2022-09-08 11:08:59,118.0
2530,WS1I,1210,2022-09-08 11:08:59,118.0
2531,RTVU,1210,2022-09-08 11:09:24,118.0
2532,BMWB,1210,2022-09-08 11:09:28,118.0
2533,RWYE,1210,2022-09-08 11:09:28,118.0
2534,1OAP,1210,2022-09-08 11:09:31,118.0
2535,F02M,1210,2022-09-08 11:09:33,118.0
2536,B4JA,1210,2022-09-08 11:09:34,118.0
2537,RB8Z,1210,2022-09-08 11:09:38,118.0
2538,G1YC,1210,2022-09-08 11:09:40,118.0
2539,YWYM,1210,2022-09-08 11:09:41,118.0
2540,4GB3,1210,2022-09-08 11:09:44,118.0
2541,HYQO,1210,2022-09-08 11:09:46,118.0
2542,VM9S,1210,2022-09-08 11:09:47,118.0
2543,CFYT,1210,2022-09-08 11:09:48,118.0
2544,N5MX,1210,2022-09-08 11:09:50,118.0
2545,WKVW,1210,2022-09-08 11:09:50,118.0
2546,SIFK,1210,2022-09-08 11:09:50,118.0
2547,U80S,1210,2022-09-08 11:09:51,118.0
2548,Z7VB,1210,2022-09-08 11:09:53,118.0
2549,83DM,1210,2022-09-08 11:09:55,118.0
2550,ZUFW,1210,2022-09-08 11:09:56,118.0
2551,3CZZ,1210,2022-09-08 11:09:59,118.0
2552,CVTQ,1210,2022-09-08 11:10:00,118.0
2553,OXKU,1210,2022-09-08 11:10:03,118.0
2554,0OHN,1210,2022-09-08 11:10:06,118.0
2555,CDB1,1210,2022-09-08 11:10:24,118.0
2556,RDFC,1210,2022-09-08 11:10:30,118.0
2557,3JZR,1210,2022-09-08 11:10:31,118.0
2558,SJGA,1210,2022-09-08 11:10:33,118.0
2559,EQTN,1210,2022-09-08 11:10:37,118.0
2560,SR2S,1210,2022-09-08 11:10:37,118.0
2561,8QMN,1210,2022-09-08 11:10:37,118.0
2562,A1DU,1210,2022-09-08 11:10:40,118.0
2563,CGW5,1210,2022-09-08 11:10:42,118.0
2564,LCIH,1210,2022-09-08 11:10:42,118.0
2565,RC0L,1210,2022-09-08 11:10:44,118.0
2566,AGZC,1210,2022-09-08 11:10:44,118.0
2567,U6F5,1210,2022-09-08 11:10:44,118.0
2568,WM1I,1210,2022-09-08 11:10:44,118.0
2569,LYT2,1210,2022-09-08 11:10:44,118.0
2570,CAZJ,1210,2022-09-08 11:10:45,118.0
2571,NULE,1210,2022-09-08 11:10:47,118.0
2572,SMDE,1210,2022-09-08 11:10:47,118.0
2573,X1HS,1210,2022-09-08 11:10:49,118.0
2574,5KJH,1210,2022-09-08 11:10:49,118.0
2575,468W,1210,2022-09-08 11:10:49,118.0
2576,RQSE,1210,2022-09-08 11:10:50,118.0
2577,ZWKC,1210,2022-09-08 11:10:50,118.0
2578,HZTD,1210,2022-09-08 11:10:50,118.0
2579,W5YE,1210,2022-09-08 11:10:51,118.0
2580,RKTC,1210,2022-09-08 11:10:53,118.0
2581,O61S,1210,2022-09-08 11:10:54,118.0
2582,CDRU,1210,2022-09-08 11:10:54,118.0
2583,S8TO,520,2022-09-08 11:38:34,104.0
2584,ABOJ,800,2022-09-08 11:44:15,104.0
2585,SFJP,2000,2022-09-08 11:48:42,144.0
2586,9BXG,8500,2022-09-08 11:50:10,144.0
2587,YZ6F,4000,2022-09-08 11:51:11,144.0
2588,1SAH,4000,2022-09-08 11:52:54,144.0
2590,S3MZ,6800,2022-09-09 05:27:57,144.0
2593,3AJX,4998,2022-09-09 05:44:43,104.0
2595,SNRG,4250,2022-09-09 07:34:57,144.0
2596,BNHA,1415,2022-09-09 08:33:53,91.0
2600,Z73H,1210,2022-09-09 09:55:49,118.0
2601,U0QJ,1210,2022-09-09 10:00:43,118.0
2604,IK4S,1210,2022-09-09 12:06:16,118.0
2605,YNGR,1210,2022-09-12 05:23:56,118.0
2606,T3WO,1210,2022-09-12 05:28:58,118.0
2611,ADAE,3199,2022-09-12 10:30:45,144.0
2613,KJTC,3299,2022-09-12 11:18:23,91.0
2614,HFR8,1600,2022-09-12 11:45:27,91.0
2615,HKA8,1450,2022-09-13 04:46:03,91.0
2616,5ULJ,1350,2022-09-13 04:47:09,91.0
2617,UADQ,999,2022-09-13 07:16:32,91.0
2619,TQM7,1796,2022-09-13 07:41:27,91.0
2620,QSCT,1998,2022-09-13 08:00:10,91.0
2624,MQPJ,4458,2022-09-13 08:57:19,91.0
2627,5FDL,98,2022-09-13 10:32:32,91.0
2629,D5NZ,4590,2022-09-13 11:23:00,91.0
2630,4Z8D,1099,2022-09-13 11:49:59,91.0
2634,YVJ5,1647,2022-09-14 05:30:27,91.0
2636,J17Y,900,2022-09-14 06:07:17,91.0
2637,Q9DP,900,2022-09-14 06:08:23,91.0
2638,5QZB,749,2022-09-14 06:46:06,91.0
2639,SJBY,1049,2022-09-14 06:50:45,91.0
2640,9I7T,900,2022-09-14 06:55:11,158.0
2641,TS9O,900,2022-09-14 07:15:50,161.0
2642,BEJE,900,2022-09-14 09:01:42,144.0
2643,HXCP,900,2022-09-14 09:02:24,144.0
2644,KMCU,900,2022-09-14 09:05:42,144.0
2645,GFBB,899,2022-09-14 09:09:39,91.0
2646,3SOM,900,2022-09-14 09:12:57,91.0
2647,WUT2,900,2022-09-14 09:26:16,144.0
2648,WKJR,900,2022-09-14 09:43:03,144.0
2649,JOV1,900,2022-09-14 09:58:13,144.0
2650,46PZ,900,2022-09-14 09:58:57,144.0
2651,W45B,900,2022-09-14 10:00:11,144.0
2652,LUA6,2055,2022-09-14 10:03:47,91.0
2653,NYY5,700,2022-09-14 11:21:06,144.0
2654,IMTM,800,2022-09-14 11:23:30,91.0
2655,XEAQ,600,2022-09-14 11:23:48,144.0
2656,RTZA,4000,2022-09-14 11:41:44,144.0
2657,2FPD,1210,2022-09-14 11:57:45,118.0
2658,KHGS,1210,2022-09-14 12:00:41,118.0
2659,GSJW,1210,2022-09-14 12:01:47,118.0
2660,MQPG,1210,2022-09-14 12:02:54,118.0
2661,MNWT,1210,2022-09-14 12:03:23,118.0
2662,NMHW,1210,2022-09-14 12:04:00,118.0
2663,YISA,1210,2022-09-14 12:04:29,118.0
2664,XRGU,1210,2022-09-14 12:05:07,118.0
2665,1D0O,1210,2022-09-14 12:05:36,118.0
2666,PBSV,1210,2022-09-14 12:06:04,118.0
2667,1OYZ,1210,2022-09-14 12:06:14,118.0
2668,M72D,1210,2022-09-14 12:06:42,118.0
2669,MXOO,1210,2022-09-14 12:07:11,118.0
2670,QNZB,1210,2022-09-14 12:07:20,118.0
1520,HJYP,500,2022-05-24 10:38:45,91.0
1533,V7WO,500,2022-05-26 09:19:24,91.0
1537,TWDH,500,2022-05-26 13:30:56,93.0
1538,XWY0,2000,2022-05-26 13:39:58,81.0
1539,5QAO,2415,2022-05-26 13:44:08,81.0
1540,CKJP,1520,2022-05-26 13:47:09,93.0
1542,EWLJ,1040,2022-05-26 15:14:08,93.0
1543,PMSP,1010,2022-05-27 08:09:19,81.0
1545,DT34,1000,2022-05-30 13:53:38,81.0
1546,WMW8,2529,2022-05-31 11:47:15,93.0
1547,G102,3000,2022-06-06 12:54:59,81.0
1552,CAJZ,4235,2022-06-07 13:13:03,93.0
1553,WDZP,2000,2022-06-07 13:22:09,106.0
1555,W8K9,500,2022-06-08 08:30:07,93.0
1556,GXXR,200,2022-06-13 12:04:51,81.0
1561,A6LL,1020,2022-06-15 08:03:36,81.0
1562,QMZW,1020,2022-06-15 09:08:40,81.0
1563,BUMA,100,2022-06-15 09:16:13,104.0
1568,TT5K,200,2022-06-15 13:09:37,104.0
1579,GGMV,2040,2022-06-16 06:35:35,113.0
1580,Y80G,2400,2022-06-16 06:38:25,113.0
1583,LBNG,4696,2022-06-16 06:42:44,81.0
1588,YMZP,1000,2022-06-16 07:41:39,91.0
1594,JHH7,100,2022-06-16 08:44:14,91.0
1595,WUDO,5948,2022-06-16 08:47:52,91.0
1596,JM3Z,200,2022-06-16 08:48:43,91.0
1605,WWQ4,2400,2022-06-16 11:51:44,91.0
1615,H1UQ,1200,2022-06-20 08:13:36,91.0
1618,EMPE,500,2022-06-20 08:36:34,116.0
1619,SDFE,1225,2022-06-20 08:37:45,117.0
1625,NG0V,4300,2022-06-21 06:40:13,118.0
1626,G1PO,7650,2022-06-21 10:46:22,93.0
1627,YEJG,8100,2022-06-21 11:02:44,93.0
1628,BJ1P,100,2022-06-21 11:51:34,93.0
1631,I7VA,100,2022-06-22 11:24:22,81.0
1632,SLDI,1099,2022-06-22 12:54:10,81.0
1634,NNCT,1210,2022-06-23 07:33:45,104.0
1635,BIQ1,400,2022-06-23 07:48:14,104.0
1638,FSBL,1500,2022-06-24 05:54:13,81.0
1639,TIIP,1000,2022-06-24 05:55:45,81.0
1640,2HF2,500,2022-06-24 06:04:26,81.0
1641,3BC3E,609,2022-06-24 09:54:59,23.0
1642,72333,604,2022-06-24 10:03:06,23.0
1644,457EF,604,2022-06-27 05:32:02,23.0
1648,HOHC,4335,2022-06-27 06:22:48,81.0
1650,SLKI,500,2022-06-28 06:07:00,91.0
1651,J5BU,1000,2022-06-28 11:58:55,121.0
1652,Z953,500,2022-06-28 12:02:46,122.0
1654,CHHN,100,2022-06-28 14:51:55,91.0
1656,DBN5,500,2022-06-28 15:09:38,91.0
1660,ZYSO,700,2022-06-28 15:40:09,91.0
1674,8GYF,1000,2022-07-04 08:34:05,123.0
1684,NPHA,1000,2022-07-04 13:15:56,81.0
1692,YSHO,3579,2022-07-05 05:21:50,125.0
1693,GZC9,2460,2022-07-05 05:59:56,125.0
1694,Z7CW,2480,2022-07-05 06:12:18,125.0
1697,TNDD,500,2022-07-05 06:22:49,125.0
1698,KKX7,700,2022-07-05 06:39:20,125.0
1699,FSQJ,500,2022-07-05 06:43:56,125.0
1700,OPOW,500,2022-07-05 07:28:55,125.0
1701,HVVU,100,2022-07-05 07:32:21,125.0
1702,LII6,100,2022-07-05 07:50:24,125.0
1703,XIJD,3500,2022-07-05 08:05:44,81.0
1704,YJA1,4000,2022-07-05 08:15:50,81.0
1705,L0FP,2000,2022-07-05 08:21:09,81.0
1706,IKIH,100,2022-07-05 08:23:32,125.0
1707,JCNY,6626,2022-07-05 08:26:55,43.0
1709,MKF3,700,2022-07-05 11:03:05,125.0
1711,AQJT,100,2022-07-05 11:04:40,125.0
1712,E1CG,500,2022-07-05 11:05:48,91.0
1713,7BFT,27360,2022-07-05 11:17:46,91.0
1714,PTO4,300,2022-07-06 08:38:43,84.0
1717,FPYQ,3900,2022-07-06 11:36:52,126.0
1721,N6FU,2099,2022-07-07 12:12:30,104.0
1722,HJVQ,1000,2022-07-08 05:58:21,91.0
1725,S02Y,500,2022-07-08 08:38:10,128.0
1736,XTOW,700,2022-07-08 12:11:45,129.0
1740,WFNB,1225,2022-07-08 13:05:44,91.0
1741,SZOJ,2450,2022-07-08 13:09:15,91.0
1744,MNMB,98330,2022-07-08 13:22:43,119.0
1745,GOMH,500,2022-07-08 13:23:27,91.0
1747,09FF,1230,2022-07-08 13:32:53,93.0
1748,L52L,100,2022-07-08 15:13:41,91.0
1749,J1XS,500,2022-07-08 15:47:34,91.0
1750,PVNS,3600,2022-07-08 15:50:37,55.0
1751,TPFV,300,2022-07-08 15:53:57,55.0
1752,EWCG,500,2022-07-08 15:59:00,55.0
1753,WKIB,500,2022-07-08 16:06:33,55.0
1754,Z9KG,500,2022-07-08 16:14:53,55.0
1756,MQYY,500,2022-07-08 16:28:36,55.0
1757,CNGU,500,2022-07-08 16:38:42,55.0
1758,ANPY,500,2022-07-08 16:43:37,55.0
1759,WOZN,500,2022-07-08 16:52:49,67.0
1762,RH2K,1245,2022-07-08 17:16:48,91.0
1767,ZUNY,100,2022-07-11 06:53:55,91.0
1770,EB49,2000,2022-07-12 05:26:23,81.0
1771,DVQB,100,2022-07-12 06:03:29,91.0
1773,EDBI,1099,2022-07-12 06:16:25,91.0
1783,FPCP,500,2022-07-12 13:02:38,91.0
1784,CNZL,500,2022-07-12 13:09:13,91.0
1785,DTOB,100,2022-07-12 13:23:57,91.0
1786,KVFV,100,2022-07-12 13:25:46,91.0
1787,JKD6,4760,2022-07-12 13:31:32,91.0
1788,ULYH,100,2022-07-12 13:38:10,91.0
1789,G5ZD,500,2022-07-12 13:49:08,91.0
1790,PLB8,2100,2022-07-12 13:58:00,91.0
1800,VCTV,1025,2022-07-14 05:58:01,93.0
1801,UILN,100,2022-07-14 07:47:50,91.0
1802,O4YN,500,2022-07-15 05:49:56,81.0
13,,2400,2021-11-11 07:19:40,100002.0
14,,1800,2021-11-11 07:24:35,100003.0
15,,1000,2021-11-11 07:38:42,100004.0
17,,800,2021-11-11 08:15:53,100004.0
84,,3500,2021-11-24 09:18:35,100002.0
87,,3900,2021-11-24 11:40:05,100005.0
116,,3000,2021-11-25 08:31:06,100002.0
119,,1500,2021-11-25 09:01:43,100005.0
120,,1000,2021-11-25 09:06:24,100004.0
128,,1600,2021-11-25 11:45:22,100005.0
143,,4400,2021-11-26 10:27:32,100002.0
163,,600,2021-11-29 13:37:47,100009.0
177,,600,2021-11-30 06:52:01,100003.0
179,,1000,2021-11-30 07:01:56,100003.0
182,,1000,2021-11-30 07:33:12,100005.0
183,,1000,2021-11-30 08:06:08,100004.0
184,,1000,2021-11-30 08:10:13,100004.0
190,,3600,2021-12-07 08:51:04,100010.0
191,,2400,2021-12-07 08:56:11,100010.0
192,,1000,2021-12-07 12:12:45,100003.0
193,,800,2021-12-08 08:35:15,100009.0
194,,1000,2021-12-08 09:05:13,100009.0
195,,800,2021-12-08 09:23:12,100009.0
196,,800,2021-12-08 09:26:50,100009.0
197,,800,2021-12-08 10:46:03,100009.0
198,,800,2021-12-08 10:58:37,100009.0
203,,800,2021-12-27 16:20:21,100012.0
259,,800,2022-01-12 10:49:36,100002.0
318,,2700,2022-01-21 10:47:05,100010.0
319,1QWE,455,2022-01-24 07:07:18,14.0
320,UFPR,455,2022-01-24 07:30:02,14.0
321,QIVU,455,2022-01-24 07:34:15,14.0
322,J0XJ,455,2022-01-24 08:01:36,14.0
323,8MDB,455,2022-01-24 08:05:02,14.0
324,FFOY,455,2022-01-24 08:19:37,14.0
325,3FU3,455,2022-01-24 12:01:52,14.0
326,I60Q,467,2022-01-24 13:01:04,14.0
327,TEK2,467,2022-01-24 13:04:10,14.0
328,OKBL,479,2022-01-24 13:08:20,16.0
329,EBXI,479,2022-01-24 13:11:32,14.0
330,XGUX,479,2022-01-24 13:15:51,14.0
